ID,Name,Nationality,Date Of Birth,Height,Position,Appearances,Wins,Losses,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Clean sheets,Goals Conceded,Errors leading to goal,Own goals,Yellow cards,Red cards,Fouls,Goals,Assists,Passes,Passes per match,Accurate long balls,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Big Chances Created,Crosses,Cross accuracy %,Through balls,Offsides,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Club
571,Gerry McMahon,Northern Ireland,29/12/1973,180cm,Midfielder,16,5,4,,,,,,,,,,,0,,0,0,0,0,0,0,16,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,16,0,0,0,0,0%,0,
572,Pat van der Hauwe,Wales,16/12/1960,180cm,Midfielder,18,8,7,,,,,,,,,,,0,,3,0,0,0,0,0,18,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,18,0,0,0,0,0%,0,
573,Steve Robinson,Northern Ireland,10/12/1974,173cm,Midfielder,2,0,1,,,,,,,,,,,0,,0,0,0,0,0,0,2,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,2,0,0,0,0,0%,0,
574,Nayim,Spain,05/11/1966,173cm,Midfielder,18,8,5,,,,,,,,,,,0,,0,0,0,3,1,0,18,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.17,0,0,0,0,0%,0,
575,Andrew Gray,England,22/02/1964,180cm,Midfielder,19,7,5,,,,,,,,,,,0,,3,0,0,2,0,0,19,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.11,0,0,0,0,0%,0,
576,Teddy Sheringham,England,02/04/1966,183cm,Forward,418,184,133,,,,,,,,,,,,,42,1,11,146,76,359,0.86,,3,,,6,0,1,0,,,,,,,,0,4,,,10,2,1,1,0,0.35,0,0,20,7,35%,0,
577,Gordon Durie,Scotland,06/12/1965,178cm,Forward,27,9,7,,,,,,,,,,,,,3,0,0,4,1,0,27,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.15,0,0,0,0,0%,0,
578,Paul Moran,England,22/05/1968,178cm,Forward,8,4,2,,,,,,,,,,,,,0,0,0,0,0,0,8,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,8,0,0,0,0,0%,0,
579,John Hendry,Scotland,06/01/1970,180cm,Forward,8,1,4,,,,,,,,,,,,,1,0,0,2,0,0,8,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.25,0,0,0,0,0%,0,
582,Hans Segers,Netherlands,30/10/1961,180cm,Goalkeeper,119,44,44,0,0,0,0,0,0,0,0,30,0,0,0,5,0,0,0,1,0,119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Neil Sullivan,Scotland,24/02/1970,191cm,Goalkeeper,247,79,97,0,0,0,0,0,0,0,0,64,0,0,0,7,1,0,0,0,0,247,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Brian McAllister,Scotland,30/11/1970,180cm,Defender,72,26,28,,,,,,,,,18,0,0,0,11,2,0,0,2,0,72,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
585,Gerald Dobbs,England,24/01/1971,173cm,Defender,29,10,14,,,,,,,,,5,0,0,0,3,1,0,1,2,0,29,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
586,John Scales,England,04/07/1966,188cm,Defender,172,73,53,,,,,,,,,52,0,0,1,13,0,0,3,4,0,172,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
587,Chris Perry,England,26/04/1973,173cm,Defender,363,126,140,,,,,,,,,85,0,0,1,63,2,0,8,3,0,363,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
588,Roger Joseph,England,24/12/1965,180cm,Defender,48,16,19,,,,,,,,,17,0,0,0,4,0,0,0,1,0,48,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
589,Dean Blackwell,England,05/12/1969,185cm,Defender,157,45,59,,,,,,,,,32,0,0,1,10,1,0,0,2,0,157,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
590,Warren Barton,England,19/03/1969,180cm,Defender,277,110,98,,,,,,,,,60,0,0,1,38,2,0,10,23,0,277,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
591,Scott Fitzgerald,England,13/08/1969,183cm,Defender,69,21,31,,,,,,,,,16,0,0,0,4,1,0,0,1,0,69,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
592,Peter Fear,England,10/09/1973,178cm,Defender,72,31,22,,,,,,,,,10,0,0,0,12,0,0,4,4,0,72,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
593,Justin Skinner,England,30/01/1969,170cm,Midfielder,2,1,1,,,,,,,,,,,0,,0,0,0,0,0,0,2,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,2,0,0,0,0,0%,0,
594,Steve Talboys,England,18/09/1966,178cm,Midfielder,26,8,12,,,,,,,,,,,0,,3,0,0,1,0,0,26,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.04,0,0,0,0,0%,0,
595,Paul Miller,England,31/01/1968,183cm,Midfielder,19,3,9,,,,,,,,,,,0,,1,0,0,1,2,0,19,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.05,0,0,0,0,0%,0,
596,Gary Elkins,England,04/05/1966,175cm,Midfielder,82,31,32,,,,,,,,,,,0,,14,0,0,2,10,0,82,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.02,0,0,0,0,0%,0,
597,Lawrie Sanchez,Northern Ireland,22/10/1959,180cm,Midfielder,50,14,20,,,,,,,,,,,0,,9,0,0,6,6,0,50,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.12,0,0,0,0,0%,0,
598,Robbie Earle,Jamaica,27/01/1965,175cm,Midfielder,244,79,89,,,,,,,,,,,0,,13,1,0,45,23,0,244,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.18,0,0,0,0,0%,0,
599,Vinnie Jones,Wales,05/01/1965,180cm,Midfielder,184,66,63,,,,,,,,,,,0,,36,7,0,13,12,0,184,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.07,0,0,0,0,0%,0,
600,Neal Ardley,England,01/09/1972,175cm,Midfielder,169,58,61,,,,,,,,,,,0,,6,0,0,12,24,0,169,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.07,0,0,0,0,0%,0,
601,Aidan Newhouse,England,23/05/1972,188cm,Forward,1,0,1,,,,,,,,,,,,,0,0,0,1,0,0,1,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,1,0,0,0,0,0%,0,
602,Paul McGee,Ireland,17/05/1968,168cm,Forward,3,0,1,,,,,,,,,,,,,0,0,0,0,0,0,3,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,3,0,0,0,0,0%,0,
603,Dean Holdsworth,England,08/11/1968,180cm,Forward,228,73,93,,,,,,,,,,,,,31,1,0,63,16,0,228,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.28,0,0,0,0,0%,0,
604,John Fashanu,England,18/09/1962,188cm,Forward,78,31,22,,,,,,,,,,,,,10,1,0,20,6,0,78,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.26,0,0,0,0,0%,0,
605,Steve Cotterill,England,20/07/1964,186cm,Forward,7,1,4,,,,,,,,,,,,,0,0,0,3,1,0,7,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.43,0,0,0,0,0%,0,
606,Greg Berry,England,05/03/1971,178cm,Forward,7,1,3,,,,,,,,,,,,,0,0,0,1,0,0,7,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.14,0,0,0,0,0%,0,
607,Andy Clarke,England,22/07/1967,178cm,Forward,123,39,53,,,,,,,,,,,,,5,1,0,11,6,0,123,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.09,0,0,0,0,0%,0,
608,Terry Gibson,England,23/12/1962,165cm,Forward,8,2,4,,,,,,,,,,,,,1,0,0,1,1,0,8,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.12,0,0,0,0,0%,0,
610,Martin Thomas,Wales,28/11/1959,,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Steve Agnew,England,09/11/1965,178cm,Midfielder,26,6,12,,,,,,,,,,,0,,2,0,0,2,1,0,26,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.08,0,0,0,0,0%,0,
612,Mickey Evans,Ireland,01/01/1973,183cm,Forward,22,6,10,,,,,,,,,,,,,1,0,0,4,0,0,22,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.18,0,0,0,0,0%,0,
613,Keith Hill,England,17/05/1969,183cm,Defender,1,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
614,Mick Harford,England,12/02/1959,191cm,Forward,89,32,34,,,,,,,,,,,,,19,1,0,19,9,0,89,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.21,0,0,0,0,0%,0,
615,Joe Allon,England,12/11/1966,180cm,Forward,3,0,2,,,,,,,,,,,,,0,0,0,0,0,0,3,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,3,0,0,0,0,0%,0,
616,Alec Chamberlain,England,20/06/1964,180cm,Goalkeeper,28,3,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Terry Fleming,England,01/05/1973,175cm,Midfielder,11,5,4,,,,,,,,,,,0,,0,0,0,0,1,0,11,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,11,0,0,0,0,0%,0,
618,Micky Gynn,England,19/08/1961,165cm,Midfielder,20,8,9,,,,,,,,,,,0,,0,0,0,3,2,0,20,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.15,0,0,0,0,0%,0,
619,David Smith,England,29/03/1968,173cm,Midfielder,6,3,2,,,,,,,,,,,0,,0,0,0,1,1,0,6,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.17,0,0,0,0,0%,0,
620,Keith Rowland,Northern Ireland,09/01/1971,178cm,Defender,82,24,35,,,,,,,,,17,0,0,0,14,0,0,1,6,0,82,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
621,Peter Billing,England,24/10/1964,188cm,Defender,3,0,2,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
622,Michael Quinn,England,02/05/1962,,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
623,Craig Middleton,England,10/09/1970,180cm,Forward,1,0,1,,,,,,,,,,,,,0,0,0,0,0,0,1,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,1,0,0,0,0,0%,0,
624,Paul Williams,Northern Ireland,08/09/1963,191cm,Defender,2,0,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
625,Paul Edwards,England,25/12/1963,,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
626,Simon Osborn,England,19/01/1972,178cm,Midfielder,40,12,17,,,,,,,,,,,0,,0,0,0,3,2,0,40,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.08,0,0,0,0,0%,0,
627,Stan Collymore,England,22/01/1971,188cm,Forward,163,75,45,,,,,,,,,,,,,18,2,0,62,29,0,163,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.38,0,0,0,0,0%,0,
628,Paul Heald,England,20/09/1968,188cm,Goalkeeper,24,4,12,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Andy Petterson,Australia,26/09/1969,188cm,Goalkeeper,11,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Chris Whyte,England,02/09/1961,185cm,Defender,35,10,14,,,,,,,,,8,0,0,0,6,0,0,1,4,0,35,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
631,Scott Sellars,England,27/11/1965,170cm,Midfielder,98,43,34,,,,,,,,,,,0,,12,0,0,9,20,0,98,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.09,0,0,0,0,0%,0,
632,Mervyn Day,England,26/06/1955,188cm,Goalkeeper,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Mel Sterland,England,01/09/1961,183cm,Defender,3,1,1,,,,,,,,,1,0,0,0,0,0,0,0,0,0,3,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
634,Imre Varadi,England,08/07/1959,173cm,Forward,4,1,2,,,,,,,,,,,,,0,0,0,1,0,0,4,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.25,0,0,0,0,0%,0,
635,Fraser Digby,England,23/04/1967,185cm,Goalkeeper,28,2,15,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,Bernie Slaven,Ireland,13/11/1960,178cm,Forward,18,3,10,,,,,,,,,,,,,1,0,0,4,1,0,18,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.22,0,0,0,0,0%,0,
637,Mark Proctor,England,30/01/1961,178cm,Midfielder,11,2,5,,,,,,,,,,,0,,0,0,0,0,0,0,11,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,11,0,0,0,0,0%,0,
638,Gary Parkinson,England,10/01/1968,180cm,Defender,4,1,3,,,,,,,,,0,0,0,0,0,0,0,0,1,0,4,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
639,Phil Gilchrist,England,25/08/1973,183cm,Defender,61,18,30,,,,,,,,,7,0,0,1,2,0,0,1,0,0,61,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
640,Brian Horne,England,05/10/1967,155cm,Goalkeeper,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,David Phillips,Wales,29/07/1963,178cm,Midfielder,125,50,37,,,,,,,,,,,0,,4,0,0,10,10,0,125,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.08,0,0,0,0,0%,0,
642,Paul Blades,England,05/01/1965,,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
643,Lee Glover,England,24/04/1970,178cm,Forward,14,2,9,,,,,,,,,,,,,0,0,0,0,0,0,14,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,14,0,0,0,0,0%,0,
644,Brian Laws,England,14/10/1961,178cm,Defender,33,7,18,,,,,,,,,6,0,0,0,3,0,0,0,0,0,33,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
645,Gary Bannister,England,22/07/1960,178cm,Midfielder,31,9,15,,,,,,,,,,,0,,1,0,0,8,2,0,31,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.26,0,0,0,0,0%,0,
646,Ray McKinnon,Scotland,05/08/1970,178cm,Defender,6,0,3,,,,,,,,,1,0,0,0,0,0,0,1,0,0,6,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
647,Terry Wilson,England,08/02/1969,183cm,Midfielder,5,1,4,,,,,,,,,,,0,,0,0,0,0,0,0,5,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,5,0,0,0,0,0%,0,
648,John Keeley,England,27/07/1961,185cm,Goalkeeper,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Justin Channing,England,19/11/1968,180cm,Defender,2,1,0,,,,,,,,,0,0,0,0,0,0,0,1,0,0,2,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
650,Michael Lake,England,16/11/1966,183cm,Midfielder,6,1,4,,,,,,,,,,,0,,2,0,0,0,0,0,6,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,6,0,0,0,0,0%,0,
651,Ken Veysey,England,08/06/1967,,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Alan McLeary,England,10/06/1964,178cm,Defender,7,2,3,,,,,,,,,1,0,0,0,0,0,0,0,0,0,7,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
653,Peter Shirtliff,England,06/04/1961,183cm,Defender,24,10,9,,,,,,,,,4,0,0,0,2,0,0,0,1,0,24,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
654,Danny Wilson,Northern Ireland,01/01/1960,168cm,Midfielder,26,11,6,,,,,,,,,,,0,,1,0,0,2,1,0,26,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.08,0,0,0,0,0%,0,
655,Kerry Dixon,England,24/07/1961,184cm,Forward,9,1,4,,,,,,,,,,,,,0,0,0,2,0,0,9,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.22,0,0,0,0,0%,0,
656,David Lee,England,26/11/1967,170cm,Midfielder,19,4,14,,,,,,,,,,,0,,1,0,0,1,0,0,19,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.05,0,0,0,0,0%,0,
657,Paul McGee,Ireland,19/06/1954,,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
658,Steve Anthrobus,England,10/11/1968,183cm,Forward,5,1,2,,,,,,,,,,,,,0,0,0,0,0,0,5,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,5,0,0,0,0,0%,0,
659,Adrian Clarke,England,28/09/1974,178cm,Midfielder,7,1,4,,,,,,,,,,,0,,0,0,0,0,0,0,7,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,7,0,0,0,0,0%,0,
660,Riccardo Scimeca,England,13/06/1975,185cm,Defender,137,40,56,,,,,,,,,22,0,0,0,13,1,0,3,5,0,137,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
661,Paul Browne,Scotland,17/02/1975,188cm,Defender,2,0,1,,,,,,,,,1,0,0,0,1,0,0,0,0,0,2,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
662,Scott Murray,Scotland,26/05/1974,175cm,Midfielder,4,0,3,,,,,,,,,,,0,,0,0,0,0,0,0,4,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,4,0,0,0,0,0%,0,
663,Darren Byfield,Jamaica,29/09/1976,180cm,Forward,7,4,2,,,,,,,,,,,,,2,0,0,0,0,0,7,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,7,0,0,0,0,0%,0,
664,Guy Whittingham,England,10/11/1964,178cm,Forward,138,43,58,,,,,,,,,,,,,7,0,0,27,9,0,138,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.2,0,0,0,0,0%,0,
665,Steve Cowe,Scotland,29/09/1974,170cm,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
666,Andy Morrison,Scotland,30/07/1970,183cm,Defender,8,2,4,,,,,,,,,0,0,0,0,3,0,0,0,0,0,8,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
667,Paul Harford,England,21/10/1974,,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
668,Andy Dow,Scotland,07/02/1973,178cm,Defender,15,5,5,,,,,,,,,2,0,0,0,0,0,0,0,0,0,15,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
669,Michael Duberry,England,14/10/1975,185cm,Defender,161,62,57,,,,,,,,,36,29,0,5,28,1,37,5,3,341,2.12,19,33,79%,0,2,22,218,59,1,27,98,58,2,43,13,0,5,40%,0,3,0,0,0,1,,,,,,,,
670,Muzzy Izzet,Turkey,31/10/1974,178cm,Midfielder,248,75,100,,,,,,,,,,,0,,41,3,0,34,27,0,248,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.14,0,0,0,0,0%,0,
671,Gavin Peacock,England,18/11/1967,173cm,Midfielder,108,36,39,,,,,,,,,,,0,,7,0,0,17,17,0,108,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.16,0,0,0,0,0%,0,
672,Glenn Hoddle,England,27/10/1957,183cm,Midfielder,31,9,13,,,,,,,,,,,0,,0,0,0,1,4,0,31,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.03,0,0,0,0,0%,0,
673,Jakob Kjeldbjerg,Denmark,21/10/1969,191cm,Midfielder,52,18,18,,,,,,,,,,,0,,6,0,0,2,1,0,52,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.04,0,0,0,0,0%,0,
674,Mark Stein,England,28/01/1966,168cm,Forward,50,12,19,,,,,,,,,,,,,4,0,0,21,6,0,50,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.42,0,0,0,0,0%,0,
675,Graham Rix,England,23/10/1957,178cm,Forward,1,1,0,,,,,,,,,,,,,0,0,0,0,0,0,1,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,1,0,0,0,0,0%,0,
677,Paul Williams,England,11/09/1969,170cm,Defender,14,2,6,,,,,,,,,1,0,0,0,0,0,0,0,1,0,14,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
678,Julian Darby,England,03/10/1967,183cm,Defender,55,18,21,,,,,,,,,16,0,0,1,7,0,0,5,0,0,55,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
679,Ally Pickering,England,22/06/1967,180cm,Defender,65,19,25,,,,,,,,,19,0,0,0,6,0,0,0,7,0,65,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
680,Steve Morgan,England,19/09/1968,180cm,Defender,68,22,24,,,,,,,,,21,0,0,0,6,0,0,2,2,0,68,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
681,Sandy Robertson,Scotland,26/04/1971,176cm,Midfielder,4,0,4,,,,,,,,,,,0,,0,0,0,0,0,0,4,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,4,0,0,0,0,0%,0,
682,John Gayle,England,30/07/1964,188cm,Forward,3,1,2,,,,,,,,,,,,,0,0,0,0,0,0,3,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,3,0,0,0,0,0%,0,
684,Gary Rowett,England,06/03/1974,183cm,Defender,136,46,57,,,,,,,,,32,0,0,0,19,0,0,5,5,0,136,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
685,Tony Grant,England,14/11/1974,180cm,Midfielder,71,22,30,,,,,,,,,,,0,,5,0,0,2,6,0,71,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.03,0,0,0,0,0%,0,
686,Joe Parkinson,England,11/06/1971,183cm,Midfielder,90,33,29,,,,,,,,,,,0,,19,0,0,3,3,0,90,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.03,0,0,0,0,0%,0,
687,Brett Angell,England,20/08/1968,188cm,Forward,20,5,10,,,,,,,,,,,,,2,0,0,1,1,0,20,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.05,0,0,0,0,0%,0,
688,Paul Tait,England,24/10/1974,188cm,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
